APP_NAME,ROM_MAJOR_NUM,ROM_MINOR_NUM,ROM_REVISION_NUM,index,PatchName,algorithm,Carrier_shape,modulator_shape[0],modulator_shape[1],modulator_depth[0],modulator_depth[1],tune[0],scale[0],coarse[0],fine[0],attackScale[0],attackTime[0],attackLevel[0],decayScale[0],decayTime[0],decayLevel[0],sustainScale[0],sustainTime[0],sustainLevel[0],releaseScale[0],releaseTime[0],releaseLevel[0],tune[1],scale[0],coarse[1],fine[1],attackScale[1],attackTime[1],attackLevel[1],decayScale[1],decayTime[1],decayLevel[1],sustainScale[1],sustainTime[1],sustainLevel[1],releaseScale[1],releaseTime[1],releaseLevel[1],tune[2],scale[0],coarse[2],fine[2],attackTime[2],attackLevel[2],decayTime[2],decayLevel[2],sustainTime[2],sustainLevel[2],releaseTime[2],releaseLevel[2]
DD-3,0,1,6,0,InitVoice,0,0,0,0,0,0,0,0,0.50,0.00,11,0,111,0,0,101,83,0,0,1,0,0,0,1,0.50,0.09,0,0,127,106,15104,127,60,-8192,127,1,-29834,0,0,0,1.00,0.00,0,113,99,0,-21248,0,142,-29834,0,1,-7937,0
